Year,Sport,Event,NOC,Bronze,Gold,Silver
1980,Fencing,"Fencing Women's Foil, Individual",FRA,Data Missing,France,Data Missing
1980,Fencing,"Fencing Women's Foil, Individual",HUN,Data Missing,Data Missing,Hungary
1980,Fencing,"Fencing Women's Foil, Individual",POL,Poland,Data Missing,Data Missing
1980,Fencing,"Fencing Women's Foil, Team",FRA,Data Missing,France,Data Missing
1980,Fencing,"Fencing Women's Foil, Team",HUN,Hungary,Data Missing,Data Missing
1980,Fencing,"Fencing Women's Foil, Team",URS,Data Missing,Data Missing,Russia
1980,Football,Football Men's Football,GDR,Data Missing,Data Missing,Germany
1980,Football,Football Men's Football,TCH,Data Missing,Czech Republic,Data Missing
1980,Football,Football Men's Football,URS,Russia,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Floor Exercise,GDR,Data Missing,Germany,Data Missing
1980,Gymnastics,Gymnastics Men's Floor Exercise,URS,Russia,Data Missing,Russia
1980,Gymnastics,Gymnastics Men's Horizontal Bar,BUL,Data Missing,Bulgaria,Data Missing
1980,Gymnastics,Gymnastics Men's Horizontal Bar,URS,Russia,Data Missing,Russia
1980,Gymnastics,Gymnastics Men's Horse Vault,GDR,Germany,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Horse Vault,URS,Data Missing,Russia,Russia
1980,Gymnastics,Gymnastics Men's Individual All-Around,BUL,Bulgaria,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Individual All-Around,URS,Data Missing,Russia,Russia
1980,Gymnastics,Gymnastics Men's Parallel Bars,GDR,Germany,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Parallel Bars,URS,Data Missing,Russia,Russia
1980,Gymnastics,Gymnastics Men's Pommelled Horse,GDR,Germany,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Pommelled Horse,HUN,Data Missing,Hungary,Data Missing
1980,Gymnastics,Gymnastics Men's Pommelled Horse,URS,Data Missing,Data Missing,Russia
1980,Gymnastics,Gymnastics Men's Rings,TCH,Czech Republic,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Rings,URS,Data Missing,Russia,Russia
1980,Gymnastics,Gymnastics Men's Team All-Around,GDR,Data Missing,Data Missing,Germany
1980,Gymnastics,Gymnastics Men's Team All-Around,HUN,Hungary,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Men's Team All-Around,URS,Data Missing,Russia,Data Missing
1980,Gymnastics,Gymnastics Women's Balance Beam,ROU,Data Missing,Romania,Data Missing
1980,Gymnastics,Gymnastics Women's Balance Beam,URS,Russia,Data Missing,Russia
1980,Gymnastics,Gymnastics Women's Floor Exercise,GDR,Germany,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Women's Floor Exercise,ROU,Data Missing,Romania,Data Missing
1980,Gymnastics,Gymnastics Women's Floor Exercise,URS,Russia,Russia,Data Missing
1980,Gymnastics,Gymnastics Women's Horse Vault,GDR,Data Missing,Data Missing,Germany
1980,Gymnastics,Gymnastics Women's Horse Vault,ROU,Romania,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Women's Horse Vault,URS,Data Missing,Russia,Data Missing
1980,Gymnastics,Gymnastics Women's Individual All-Around,GDR,Data Missing,Data Missing,Germany
1980,Gymnastics,Gymnastics Women's Individual All-Around,ROU,Data Missing,Data Missing,Romania
1980,Gymnastics,Gymnastics Women's Individual All-Around,URS,Data Missing,Russia,Data Missing
1980,Gymnastics,Gymnastics Women's Team All-Around,GDR,Germany,Data Missing,Data Missing
1980,Gymnastics,Gymnastics Women's Team All-Around,ROU,Data Missing,Data Missing,Romania
1980,Gymnastics,Gymnastics Women's Team All-Around,URS,Data Missing,Russia,Data Missing
1980,Gymnastics,Gymnastics Women's Uneven Bars,GDR,Germany,Germany,Data Missing
1980,Gymnastics,Gymnastics Women's Uneven Bars,ROU,Romania,Data Missing,Romania
1980,Gymnastics,Gymnastics Women's Uneven Bars,URS,Russia,Data Missing,Data Missing
1980,Handball,Handball Men's Handball,GDR,Data Missing,Germany,Data Missing
1980,Handball,Handball Men's Handball,ROU,Romania,Data Missing,Data Missing
1980,Handball,Handball Men's Handball,URS,Data Missing,Data Missing,Russia
1980,Handball,Handball Women's Handball,GDR,Germany,Data Missing,Data Missing
1980,Handball,Handball Women's Handball,URS,Data Missing,Russia,Data Missing
1980,Handball,Handball Women's Handball,YUG,Data Missing,Data Missing,Serbia
1980,Hockey,Hockey Men's Hockey,ESP,Data Missing,Data Missing,Spain
1980,Hockey,Hockey Men's Hockey,IND,Data Missing,India,Data Missing
1980,Hockey,Hockey Men's Hockey,URS,Russia,Data Missing,Data Missing
1980,Hockey,Hockey Women's Hockey,TCH,Data Missing,Data Missing,Czech Republic
1980,Hockey,Hockey Women's Hockey,URS,Russia,Data Missing,Data Missing
1980,Hockey,Hockey Women's Hockey,ZIM,Data Missing,Zimbabwe,Data Missing
1980,Judo,Judo Men's Extra-Lightweight,CUB,Data Missing,Data Missing,Cuba
1980,Judo,Judo Men's Extra-Lightweight,FRA,Data Missing,France,Data Missing
1980,Judo,Judo Men's Extra-Lightweight,HUN,Hungary,Data Missing,Data Missing
1980,Judo,Judo Men's Extra-Lightweight,URS,Russia,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Heavyweight,BEL,Data Missing,Belgium,Data Missing
1980,Judo,Judo Men's Half-Heavyweight,GDR,Germany,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Heavyweight,NED,Netherlands,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Heavyweight,URS,Data Missing,Data Missing,Russia
1980,Judo,Judo Men's Half-Lightweight,BUL,Bulgaria,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Lightweight,MGL,Data Missing,Data Missing,Mongolia
1980,Judo,Judo Men's Half-Lightweight,POL,Poland,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Lightweight,URS,Data Missing,Russia,Data Missing
1980,Judo,Judo Men's Half-Middleweight,CUB,Data Missing,Data Missing,Cuba
1980,Judo,Judo Men's Half-Middleweight,FRA,France,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Middleweight,GDR,Germany,Data Missing,Data Missing
1980,Judo,Judo Men's Half-Middleweight,URS,Data Missing,Russia,Data Missing
1980,Judo,Judo Men's Heavyweight,BUL,Data Missing,Data Missing,Bulgaria
1980,Judo,Judo Men's Heavyweight,FRA,Data Missing,France,Data Missing
1980,Judo,Judo Men's Heavyweight,TCH,Czech Republic,Data Missing,Data Missing
1980,Judo,Judo Men's Heavyweight,YUG,Serbia,Data Missing,Data Missing
1980,Judo,Judo Men's Lightweight,GBR,Data Missing,Data Missing,UK
1980,Judo,Judo Men's Lightweight,GDR,Germany,Data Missing,Data Missing
1980,Judo,Judo Men's Lightweight,ITA,Data Missing,Italy,Data Missing
1980,Judo,Judo Men's Lightweight,MGL,Mongolia,Data Missing,Data Missing
1980,Judo,Judo Men's Middleweight,CUB,Data Missing,Data Missing,Cuba
1980,Judo,Judo Men's Middleweight,GDR,Germany,Data Missing,Data Missing
1980,Judo,Judo Men's Middleweight,SUI,Data Missing,Switzerland,Data Missing
1980,Judo,Judo Men's Middleweight,URS,Russia,Data Missing,Data Missing
1980,Judo,Judo Men's Open Class,FRA,Data Missing,Data Missing,France
1980,Judo,Judo Men's Open Class,GBR,UK,Data Missing,Data Missing
1980,Judo,Judo Men's Open Class,GDR,Data Missing,Germany,Data Missing
1980,Judo,Judo Men's Open Class,HUN,Hungary,Data Missing,Data Missing
1980,Modern Pentathlon,Modern Pentathlon Men's Individual,HUN,Data Missing,Data Missing,Hungary
1980,Modern Pentathlon,Modern Pentathlon Men's Individual,URS,Russia,Russia,Data Missing
1980,Modern Pentathlon,Modern Pentathlon Men's Team,HUN,Data Missing,Data Missing,Hungary
1980,Modern Pentathlon,Modern Pentathlon Men's Team,SWE,Sweden,Data Missing,Data Missing
1980,Modern Pentathlon,Modern Pentathlon Men's Team,URS,Data Missing,Russia,Data Missing
1980,Rowing,Rowing Men's Coxed Eights,GBR,Data Missing,Data Missing,UK
1980,Rowing,Rowing Men's Coxed Eights,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Coxed Eights,URS,Russia,Data Missing,Data Missing
1980,Rowing,Rowing Men's Coxed Fours,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Coxed Fours,POL,Poland,Data Missing,Data Missing
1980,Rowing,Rowing Men's Coxed Fours,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Men's Coxed Pairs,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Coxed Pairs,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Men's Coxed Pairs,YUG,Serbia,Data Missing,Data Missing
1980,Rowing,Rowing Men's Coxless Fours,GBR,UK,Data Missing,Data Missing
1980,Rowing,Rowing Men's Coxless Fours,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Coxless Fours,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Men's Coxless Pairs,GBR,UK,Data Missing,Data Missing
1980,Rowing,Rowing Men's Coxless Pairs,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Coxless Pairs,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Men's Double Sculls,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Double Sculls,TCH,Czech Republic,Data Missing,Data Missing
1980,Rowing,Rowing Men's Double Sculls,YUG,Data Missing,Data Missing,Serbia
1980,Rowing,Rowing Men's Quadruple Sculls,BUL,Bulgaria,Data Missing,Data Missing
1980,Rowing,Rowing Men's Quadruple Sculls,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Men's Quadruple Sculls,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Men's Single Sculls,FIN,Data Missing,Finland,Data Missing
1980,Rowing,Rowing Men's Single Sculls,GDR,Germany,Data Missing,Data Missing
1980,Rowing,Rowing Men's Single Sculls,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Women's Coxed Eights,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Women's Coxed Eights,ROU,Romania,Data Missing,Data Missing
1980,Rowing,Rowing Women's Coxed Eights,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Women's Coxed Fours,BUL,Data Missing,Data Missing,Bulgaria
1980,Rowing,Rowing Women's Coxed Fours,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Women's Coxed Fours,URS,Russia,Data Missing,Data Missing
1980,Rowing,Rowing Women's Coxed Quadruple Sculls,BUL,Bulgaria,Data Missing,Data Missing
1980,Rowing,Rowing Women's Coxed Quadruple Sculls,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Women's Coxed Quadruple Sculls,URS,Data Missing,Data Missing,Russia
1980,Rowing,Rowing Women's Coxless Pairs,BUL,Bulgaria,Data Missing,Data Missing
1980,Rowing,Rowing Women's Coxless Pairs,GDR,Data Missing,Germany,Data Missing
1980,Rowing,Rowing Women's Coxless Pairs,POL,Data Missing,Data Missing,Poland
1980,Rowing,Rowing Women's Double Sculls,GDR,Data Missing,Data Missing,Germany
1980,Rowing,Rowing Women's Double Sculls,ROU,Romania,Data Missing,Data Missing
1980,Rowing,Rowing Women's Double Sculls,URS,Data Missing,Russia,Data Missing
1980,Rowing,Rowing Women's Single Sculls,GDR,Germany,Data Missing,Data Missing
1980,Rowing,Rowing Women's Single Sculls,ROU,Data Missing,Romania,Data Missing
1980,Rowing,Rowing Women's Single Sculls,URS,Data Missing,Data Missing,Russia
1980,Sailing,Sailing Mixed Multihull,BRA,Data Missing,Brazil,Data Missing
1980,Sailing,Sailing Mixed Multihull,DEN,Data Missing,Data Missing,Denmark
1980,Sailing,Sailing Mixed Multihull,SWE,Sweden,Data Missing,Data Missing
1980,Sailing,Sailing Mixed One Person Dinghy,AUT,Data Missing,Data Missing,Austria
1980,Sailing,Sailing Mixed One Person Dinghy,FIN,Data Missing,Finland,Data Missing
1980,Sailing,Sailing Mixed One Person Dinghy,URS,Russia,Data Missing,Data Missing
1980,Sailing,Sailing Mixed Three Person Keelboat,DEN,Data Missing,Denmark,Data Missing
1980,Sailing,Sailing Mixed Three Person Keelboat,GRE,Greece,Data Missing,Data Missing
1980,Sailing,Sailing Mixed Three Person Keelboat,URS,Data Missing,Data Missing,Russia
1980,Sailing,Sailing Mixed Two Person Dinghy,BRA,Data Missing,Brazil,Data Missing
1980,Sailing,Sailing Mixed Two Person Dinghy,FIN,Finland,Data Missing,Data Missing
1980,Sailing,Sailing Mixed Two Person Dinghy,GDR,Data Missing,Data Missing,Germany
1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,ESP,Data Missing,Spain,Data Missing
1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,HUN,Hungary,Data Missing,Data Missing
1980,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,IRL,Data Missing,Data Missing,Ireland
1980,Sailing,Sailing Mixed Two Person Keelboat,AUT,Data Missing,Data Missing,Austria
1980,Sailing,Sailing Mixed Two Person Keelboat,ITA,Italy,Data Missing,Data Missing
1980,Sailing,Sailing Mixed Two Person Keelboat,URS,Data Missing,Russia,Data Missing
1980,Shooting,"Shooting Mixed Free Pistol, 50 metres",BUL,Bulgaria,Data Missing,Data Missing
1980,Shooting,"Shooting Mixed Free Pistol, 50 metres",GDR,Data Missing,Data Missing,Germany
1980,Shooting,"Shooting Mixed Free Pistol, 50 metres",URS,Data Missing,Russia,Data Missing
1980,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",AUT,Austria,Data Missing,Data Missing
1980,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",GDR,Data Missing,Data Missing,Germany
1980,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",ROU,Data Missing,Romania,Data Missing
1980,Shooting,"Shooting Mixed Running Target, 50 metres",GDR,Data Missing,Data Missing,Germany
1980,Shooting,"Shooting Mixed Running Target, 50 metres",URS,Russia,Russia,Data Missing
1980,Shooting,Shooting Mixed Skeet,CUB,Cuba,Data Missing,Data Missing
1980,Shooting,Shooting Mixed Skeet,DEN,Data Missing,Denmark,Data Missing
1980,Shooting,Shooting Mixed Skeet,SWE,Data Missing,Data Missing,Sweden
1980,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",BUL,Bulgaria,Data Missing,Data Missing
1980,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",GDR,Data Missing,Data Missing,Germany
1980,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",HUN,Data Missing,Hungary,Data Missing
1980,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",GDR,Data Missing,Data Missing,Germany
1980,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",SWE,Sweden,Data Missing,Data Missing
1980,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",URS,Data Missing,Russia,Data Missing
1980,Shooting,Shooting Mixed Trap,GDR,Germany,Data Missing,Data Missing
1980,Shooting,Shooting Mixed Trap,ITA,Data Missing,Italy,Data Missing
1980,Shooting,Shooting Mixed Trap,URS,Data Missing,Data Missing,Russia
1980,Swimming,"Swimming Men's 1,500 metres Freestyle",AUS,Australia,Data Missing,Data Missing
1980,Swimming,"Swimming Men's 1,500 metres Freestyle",URS,Data Missing,Russia,Russia
1980,Swimming,Swimming Men's 100 metres Backstroke,SWE,Data Missing,Sweden,Data Missing
1980,Swimming,Swimming Men's 100 metres Backstroke,URS,Russia,Data Missing,Russia
1980,Swimming,Swimming Men's 100 metres Breaststroke,AUS,Australia,Data Missing,Data Missing
1980,Swimming,Swimming Men's 100 metres Breaststroke,GBR,Data Missing,UK,Data Missing
1980,Swimming,Swimming Men's 100 metres Breaststroke,URS,Data Missing,Data Missing,Russia
1980,Swimming,Swimming Men's 100 metres Butterfly,ESP,Spain,Data Missing,Data Missing
1980,Swimming,Swimming Men's 100 metres Butterfly,GDR,Data Missing,Data Missing,Germany
1980,Swimming,Swimming Men's 100 metres Butterfly,SWE,Data Missing,Sweden,Data Missing
1980,Swimming,Swimming Men's 100 metres Freestyle,GDR,Data Missing,Germany,Data Missing
1980,Swimming,Swimming Men's 100 metres Freestyle,SWE,Sweden,Data Missing,Sweden
1980,Swimming,Swimming Men's 200 metres Backstroke,AUS,Australia,Data Missing,Data Missing
1980,Swimming,Swimming Men's 200 metres Backstroke,HUN,Data Missing,Hungary,Hungary
1980,Swimming,Swimming Men's 200 metres Breaststroke,HUN,Data Missing,Data Missing,Hungary
1980,Swimming,Swimming Men's 200 metres Breaststroke,URS,Russia,Russia,Data Missing
1980,Swimming,Swimming Men's 200 metres Butterfly,GBR,Data Missing,Data Missing,UK
1980,Swimming,Swimming Men's 200 metres Butterfly,GDR,Germany,Data Missing,Data Missing
1980,Swimming,Swimming Men's 200 metres Butterfly,URS,Data Missing,Russia,Data Missing
1980,Swimming,Swimming Men's 200 metres Freestyle,AUS,Australia,Data Missing,Data Missing
1980,Swimming,Swimming Men's 200 metres Freestyle,URS,Data Missing,Russia,Russia
1980,Swimming,Swimming Men's 4 x 100 metres Medley Relay,AUS,Data Missing,Australia,Data Missing
1980,Swimming,Swimming Men's 4 x 100 metres Medley Relay,GBR,UK,Data Missing,Data Missing
1980,Swimming,Swimming Men's 4 x 100 metres Medley Relay,URS,Data Missing,Data Missing,Russia
1980,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,BRA,Brazil,Data Missing,Data Missing
1980,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,GDR,Data Missing,Data Missing,Germany
1980,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,URS,Data Missing,Russia,Data Missing
1980,Swimming,Swimming Men's 400 metres Freestyle,URS,Russia,Russia,Russia
1980,Swimming,Swimming Men's 400 metres Individual Medley,HUN,Hungary,Data Missing,Data Missing
1980,Swimming,Swimming Men's 400 metres Individual Medley,URS,Data Missing,Russia,Russia
1980,Swimming,Swimming Women's 100 metres Backstroke,GDR,Germany,Germany,Germany
1980,Swimming,Swimming Women's 100 metres Breaststroke,DEN,Denmark,Data Missing,Data Missing
1980,Swimming,Swimming Women's 100 metres Breaststroke,GDR,Data Missing,Germany,Data Missing
1980,Swimming,Swimming Women's 100 metres Breaststroke,URS,Data Missing,Data Missing,Russia
1980,Swimming,Swimming Women's 100 metres Butterfly,GDR,Germany,Germany,Germany
1980,Swimming,Swimming Women's 100 metres Freestyle,GDR,Germany,Germany,Germany
1980,Swimming,Swimming Women's 200 metres Backstroke,GDR,Germany,Germany,Germany
1980,Swimming,Swimming Women's 200 metres Breaststroke,URS,Russia,Russia,Russia
1980,Swimming,Swimming Women's 200 metres Butterfly,AUS,Australia,Data Missing,Data Missing
1980,Swimming,Swimming Women's 200 metres Butterfly,GDR,Data Missing,Germany,Germany
1980,Swimming,Swimming Women's 200 metres Freestyle,GDR,Germany,Germany,Germany
1980,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,GDR,Data Missing,Germany,Data Missing
1980,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NED,Netherlands,Data Missing,Data Missing
1980,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,SWE,Data Missing,Data Missing,Sweden
1980,Swimming,Swimming Women's 4 x 100 metres Medley Relay,GBR,Data Missing,Data Missing,UK
1980,Swimming,Swimming Women's 4 x 100 metres Medley Relay,GDR,Data Missing,Germany,Data Missing
1980,Swimming,Swimming Women's 4 x 100 metres Medley Relay,URS,Russia,Data Missing,Data Missing
1980,Swimming,Swimming Women's 400 metres Freestyle,GDR,Germany,Germany,Germany
1980,Swimming,Swimming Women's 400 metres Individual Medley,GBR,Data Missing,Data Missing,UK
1980,Swimming,Swimming Women's 400 metres Individual Medley,GDR,Data Missing,Germany,Data Missing
1980,Swimming,Swimming Women's 400 metres Individual Medley,POL,Poland,Data Missing,Data Missing
1980,Swimming,Swimming Women's 800 metres Freestyle,AUS,Data Missing,Australia,Data Missing
1980,Swimming,Swimming Women's 800 metres Freestyle,GDR,Germany,Data Missing,Germany
1980,Volleyball,Volleyball Men's Volleyball,BUL,Data Missing,Data Missing,Bulgaria
1980,Volleyball,Volleyball Men's Volleyball,ROU,Romania,Data Missing,Data Missing
1980,Volleyball,Volleyball Men's Volleyball,URS,Data Missing,Russia,Data Missing
1980,Volleyball,Volleyball Women's Volleyball,BUL,Bulgaria,Data Missing,Data Missing
1980,Volleyball,Volleyball Women's Volleyball,GDR,Data Missing,Data Missing,Germany
1980,Volleyball,Volleyball Women's Volleyball,URS,Data Missing,Russia,Data Missing
1980,Water Polo,Water Polo Men's Water Polo,HUN,Hungary,Data Missing,Data Missing
1980,Water Polo,Water Polo Men's Water Polo,URS,Data Missing,Russia,Data Missing
1980,Water Polo,Water Polo Men's Water Polo,YUG,Data Missing,Data Missing,Serbia
1980,Weightlifting,Weightlifting Men's Bantamweight,CUB,Data Missing,Cuba,Data Missing
1980,Weightlifting,Weightlifting Men's Bantamweight,POL,Poland,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Bantamweight,URS,Data Missing,Data Missing,Russia
1980,Weightlifting,Weightlifting Men's Featherweight,BUL,Data Missing,Data Missing,Bulgaria
1980,Weightlifting,Weightlifting Men's Featherweight,POL,Poland,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Featherweight,URS,Data Missing,Russia,Data Missing
1980,Weightlifting,Weightlifting Men's Flyweight,PRK,North Korea,Data Missing,North Korea
1980,Weightlifting,Weightlifting Men's Flyweight,URS,Data Missing,Russia,Data Missing
1980,Weightlifting,Weightlifting Men's Heavyweight I,CUB,Cuba,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Heavyweight I,TCH,Data Missing,Czech Republic,Data Missing
1980,Weightlifting,Weightlifting Men's Heavyweight I,URS,Data Missing,Data Missing,Russia
1980,Weightlifting,Weightlifting Men's Heavyweight II,BUL,Data Missing,Data Missing,Bulgaria
1980,Weightlifting,Weightlifting Men's Heavyweight II,HUN,Hungary,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Heavyweight II,URS,Data Missing,Russia,Data Missing
1980,Weightlifting,Weightlifting Men's Light-Heavyweight,BUL,Data Missing,Data Missing,Bulgaria
1980,Weightlifting,Weightlifting Men's Light-Heavyweight,TCH,Czech Republic,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Light-Heavyweight,URS,Data Missing,Russia,Data Missing
1980,Weightlifting,Weightlifting Men's Lightweight,BUL,Bulgaria,Bulgaria,Data Missing
1980,Weightlifting,Weightlifting Men's Lightweight,GDR,Data Missing,Data Missing,Germany
1980,Weightlifting,Weightlifting Men's Middle-Heavyweight,BUL,Data Missing,Data Missing,Bulgaria
1980,Weightlifting,Weightlifting Men's Middle-Heavyweight,GDR,Germany,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Middle-Heavyweight,HUN,Data Missing,Hungary,Data Missing
1980,Weightlifting,Weightlifting Men's Middleweight,BUL,Bulgaria,Bulgaria,Data Missing
1980,Weightlifting,Weightlifting Men's Middleweight,URS,Data Missing,Data Missing,Russia
1980,Weightlifting,Weightlifting Men's Super-Heavyweight,GDR,Data Missing,Data Missing,Germany
1980,Weightlifting,Weightlifting Men's Super-Heavyweight,POL,Poland,Data Missing,Data Missing
1980,Weightlifting,Weightlifting Men's Super-Heavyweight,URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Bantamweight, Freestyle",MGL,Mongolia,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Bantamweight, Freestyle",PRK,Data Missing,Data Missing,North Korea
1980,Wrestling,"Wrestling Men's Bantamweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",POL,Data Missing,Data Missing,Poland
1980,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",SWE,Sweden,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Featherweight, Freestyle",BUL,Data Missing,Data Missing,Bulgaria
1980,Wrestling,"Wrestling Men's Featherweight, Freestyle",GRE,Greece,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Featherweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",GRE,Data Missing,Greece,Data Missing
1980,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",HUN,Data Missing,Data Missing,Hungary
1980,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",URS,Russia,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Flyweight, Freestyle",BUL,Bulgaria,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Flyweight, Freestyle",POL,Data Missing,Data Missing,Poland
1980,Wrestling,"Wrestling Men's Flyweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",BUL,Bulgaria,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",HUN,Data Missing,Data Missing,Hungary
1980,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Heavyweight, Freestyle",BUL,Data Missing,Data Missing,Bulgaria
1980,Wrestling,"Wrestling Men's Heavyweight, Freestyle",TCH,Czech Republic,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Heavyweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",BUL,Data Missing,Bulgaria,Data Missing
1980,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",POL,Data Missing,Data Missing,Poland
1980,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",ROU,Romania,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",ITA,Data Missing,Italy,Data Missing
1980,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",PRK,Data Missing,Data Missing,North Korea
1980,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",URS,Russia,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",HUN,Hungary,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",ROU,Data Missing,Data Missing,Romania
1980,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",GDR,Data Missing,Data Missing,Germany
1980,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",POL,Poland,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",HUN,Data Missing,Hungary,Data Missing
1980,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",ROU,Romania,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",URS,Data Missing,Data Missing,Russia
1980,Wrestling,"Wrestling Men's Lightweight, Freestyle",BUL,Data Missing,Data Missing,Bulgaria
1980,Wrestling,"Wrestling Men's Lightweight, Freestyle",URS,Data Missing,Russia,Data Missing
1980,Wrestling,"Wrestling Men's Lightweight, Freestyle",YUG,Serbia,Data Missing,Data Missing
1980,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",POL,Data Missing,Data Missing,Poland
1980,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",ROU,Data Missing,Romania,Data Missing
